,Listing #,host_is_superhost,accommodates,bedrooms,bathrooms_number,beds,num_amenities,number_of_reviews,instant_bookable,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,income,price,log_price
14527,19970764,0,4,2.0,1.0,2.0,21,22,1,0,0,1,0,1,0,0,50985,249.0,5.517452896464707
14528,19974905,1,1,1.0,1.0,1.0,33,23,1,1,0,0,0,0,0,0,22232,35.0,3.5553480614894135
14529,19975538,0,3,2.0,1.0,2.0,15,4,0,0,1,0,0,1,0,0,31406,80.0,4.382026634673881
14530,19975703,0,1,1.0,1.0,2.0,12,0,0,0,1,0,0,0,0,1,31406,43.0,3.7612001156935624
14531,19979892,0,4,1.0,1.0,2.0,17,46,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
14532,19979903,0,1,1.0,1.0,1.0,11,2,0,0,0,0,1,0,0,1,31992,72.0,4.276666119016055
14533,19980048,0,3,1.0,1.0,1.0,16,2,1,0,0,1,0,1,0,0,50985,225.0,5.41610040220442
14534,19980277,0,2,1.0,1.0,1.0,11,3,1,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14535,19981294,0,2,1.0,1.0,1.0,11,14,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
14536,19981584,0,2,1.0,1.0,1.0,14,4,1,0,1,0,0,0,0,1,31406,49.0,3.8918202981106265
14537,19981649,0,2,1.0,1.0,1.0,30,21,0,0,0,1,0,1,0,0,50985,189.0,5.241747015059643
14538,19981877,0,1,1.0,2.0,1.0,24,8,0,0,0,1,0,0,0,1,50985,36.0,3.58351893845611
14539,19982386,0,6,2.0,2.0,2.0,52,55,0,0,0,1,0,1,0,0,50985,144.0,4.969813299576001
14540,19983575,0,1,1.0,2.0,1.0,22,9,0,0,0,1,0,0,0,1,50985,39.0,3.6635616461296463
14541,19983748,0,2,1.0,1.0,1.0,11,8,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
14542,19984925,0,1,1.0,2.0,1.0,22,9,0,0,0,1,0,0,0,1,50985,35.0,3.5553480614894135
14543,19985199,0,2,1.0,1.0,1.0,17,6,0,0,1,0,0,0,0,1,31406,36.0,3.58351893845611
14544,19985425,0,4,1.0,1.0,3.0,25,102,0,0,1,0,0,1,0,0,31406,92.0,4.5217885770490405
14545,19986637,0,2,1.0,1.0,1.0,30,112,1,0,0,0,1,0,0,1,31992,27.0,3.295836866004329
14546,19992696,0,2,1.0,1.0,1.0,19,1,0,0,0,0,1,0,0,1,31992,75.0,4.31748811353631
14547,19993470,1,3,1.0,1.0,2.0,31,27,0,0,0,1,0,1,0,0,50985,178.0,5.181783550292085
14548,19996592,0,1,1.0,1.0,1.0,13,2,0,0,1,0,0,0,0,1,31406,32.0,3.4657359027997265
14549,19996712,0,1,1.0,1.0,1.0,15,9,0,0,1,0,0,0,0,1,31406,45.0,3.8066624897703196
14550,19996830,0,1,1.0,1.0,1.0,14,5,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
14551,19998416,0,2,1.0,1.0,1.0,11,13,1,0,1,0,0,0,0,1,31406,59.0,4.07753744390572
14552,19998620,0,2,1.0,1.0,1.0,4,2,0,0,0,0,1,1,0,0,31992,39.0,3.6635616461296463
14553,19999527,0,2,1.0,1.5,1.0,36,135,0,1,0,0,0,0,0,1,22232,65.0,4.174387269895637
14554,19999906,0,1,1.0,2.0,1.0,10,0,0,0,1,0,0,0,0,1,31406,48.0,3.871201010907891
14555,20000184,0,2,1.0,1.0,1.0,15,40,1,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14556,20000290,1,6,3.0,2.0,3.0,25,27,0,0,1,0,0,1,0,0,31406,204.0,5.318119993844216
14557,20000421,0,2,1.0,1.0,1.0,10,3,0,0,0,1,0,0,0,1,50985,45.0,3.8066624897703196
14558,20000820,0,2,1.0,1.0,1.0,22,2,0,0,0,0,1,0,0,1,31992,55.0,4.007333185232471
14559,20001006,0,1,1.0,1.0,1.0,27,56,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14560,20005568,0,3,1.0,1.0,2.0,11,3,1,0,0,1,0,0,0,1,50985,66.0,4.189654742026425
14561,20008214,0,1,1.0,1.0,1.0,14,29,0,0,1,0,0,1,0,0,31406,42.0,3.7376696182833684
14562,20008527,0,1,1.0,2.0,1.0,26,4,0,0,0,1,0,0,0,1,50985,41.0,3.713572066704308
14563,20009122,1,1,1.0,1.0,1.0,25,6,0,0,0,1,0,0,0,1,50985,123.0,4.812184355372417
14564,20011434,0,1,1.0,1.0,1.0,20,0,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14565,20012263,0,2,1.0,1.0,1.0,14,14,1,0,1,0,0,0,0,1,31406,62.0,4.127134385045092
14566,20013255,1,2,1.0,1.0,1.0,9,114,1,0,0,1,0,0,0,1,50985,99.0,4.59511985013459
14567,20013291,0,2,0.0,1.0,1.0,12,0,1,0,0,1,0,1,0,0,50985,120.0,4.787491742782046
14568,20013531,0,2,1.0,2.0,1.0,26,6,1,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
14569,20014072,1,1,1.0,1.5,1.0,31,79,0,1,0,0,0,0,0,1,22232,30.0,3.4011973816621555
14570,20014141,0,2,1.0,1.0,1.0,29,4,1,0,0,1,0,1,0,0,50985,179.0,5.187385805840755
14571,20014895,0,2,1.0,1.0,1.0,15,9,0,0,0,1,0,1,0,0,50985,198.0,5.288267030694535
14572,20016090,1,4,1.0,1.0,2.0,29,125,0,0,1,0,0,1,0,0,31406,97.0,4.574710978503383
14573,20016469,0,2,1.0,1.0,1.0,16,0,1,0,0,1,0,0,0,1,50985,140.0,4.941642422609304
14574,20016975,0,3,1.0,1.0,1.0,12,4,0,0,0,1,0,1,0,0,50985,300.0,5.703782474656201
14575,20017121,0,3,2.0,1.0,2.0,27,91,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
14576,20017636,0,2,1.0,1.0,1.0,15,1,1,0,0,1,0,1,0,0,50985,90.0,4.499809670330265
14577,20017753,0,2,1.0,1.0,4.0,25,48,1,0,1,0,0,0,0,1,31406,51.0,3.9318256327243257
14578,20018667,0,2,1.0,1.0,1.0,8,3,0,0,1,0,0,1,0,0,31406,90.0,4.499809670330265
14579,20022549,1,1,1.0,1.0,1.0,28,40,0,0,0,0,1,0,0,0,31992,35.0,3.5553480614894135
14580,20026248,1,8,3.0,1.0,5.0,31,61,0,0,0,0,1,1,0,0,31992,318.0,5.762051382780177
14581,20026598,0,2,1.0,1.0,1.0,23,41,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
14582,20026998,0,4,1.0,1.0,1.0,30,68,0,0,1,0,0,1,0,0,31406,126.0,4.836281906951478
14583,20028846,0,5,2.0,1.0,2.0,26,5,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
14584,20028865,0,1,1.0,1.5,1.0,8,0,1,0,1,0,0,0,0,1,31406,41.0,3.713572066704308
14585,20029274,0,1,1.0,1.0,1.0,26,9,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
14586,20029501,0,1,1.0,1.0,1.0,7,1,0,0,0,1,0,0,0,1,50985,53.0,3.970291913552122
14587,20030871,0,1,1.0,1.0,1.0,30,35,1,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
14588,20031027,1,3,1.0,1.0,1.0,26,31,1,0,0,1,0,1,0,0,50985,158.0,5.062595033026967
14589,20031317,0,2,1.0,1.0,1.0,11,1,0,0,0,1,0,1,0,0,50985,80.0,4.382026634673881
14590,20031768,0,2,1.0,1.0,1.0,12,19,1,0,0,0,1,0,0,1,31992,53.0,3.970291913552122
14591,20033157,0,1,1.0,1.0,1.0,18,3,0,0,0,1,0,0,0,1,50985,85.0,4.442651256490317
14592,20033770,0,1,1.0,1.0,1.0,8,10,0,0,1,0,0,1,0,0,31406,83.0,4.418840607796598
14593,20034180,0,2,1.0,1.0,1.0,25,9,0,0,1,0,0,0,0,1,31406,93.0,4.532599493153256
14594,20035466,0,4,1.0,1.0,1.0,27,10,0,0,1,0,0,1,0,0,31406,75.0,4.31748811353631
14595,20035842,0,1,1.0,1.0,1.0,14,2,0,0,0,1,0,0,0,1,50985,41.0,3.713572066704308
14596,20040078,0,4,2.0,1.0,2.0,26,61,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
14597,20040994,0,2,0.0,1.0,1.0,12,3,0,0,0,1,0,0,0,1,50985,90.0,4.499809670330265
14598,20044214,0,1,0.0,1.0,1.0,9,3,0,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
14599,20044802,0,2,1.0,1.0,1.0,23,14,0,0,1,0,0,0,0,1,31406,98.0,4.584967478670572
14600,20045444,0,5,2.0,1.0,2.0,27,11,0,0,0,1,0,1,0,0,50985,90.0,4.499809670330265
14601,20045641,0,1,1.0,1.0,1.0,13,0,1,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14602,20047634,0,5,1.0,1.0,1.0,17,0,0,0,0,1,0,1,0,0,50985,196.0,5.278114659230517
14603,20047896,1,4,1.0,1.0,2.0,58,161,1,0,1,0,0,1,0,0,31406,140.0,4.941642422609304
14604,20048459,0,2,1.0,1.5,1.0,9,5,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
14605,20048909,0,4,1.0,1.0,2.0,13,5,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
14606,20051059,0,1,1.0,1.0,1.0,14,1,0,0,0,1,0,0,0,1,50985,65.0,4.174387269895637
14607,20054400,0,4,1.0,1.0,3.0,18,1,1,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
14608,20055786,0,3,1.0,1.0,1.0,37,5,0,0,0,0,1,1,0,0,31992,130.0,4.867534450455582
14609,20055944,0,2,1.0,1.0,1.0,25,6,0,0,0,1,0,0,0,1,50985,200.0,5.298317366548036
14610,20056846,0,3,1.0,1.0,1.0,22,2,0,0,0,0,1,1,0,0,31992,120.0,4.787491742782046
14611,20057450,0,4,2.0,1.0,3.0,18,65,0,0,1,0,0,1,0,0,31406,85.0,4.442651256490317
14612,20057851,0,2,1.0,1.0,1.0,20,27,0,0,0,1,0,1,0,0,50985,149.0,5.003946305945459
14613,20070087,0,2,1.0,1.0,1.0,7,0,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
14614,20071095,0,1,1.0,1.0,1.0,12,27,1,0,0,0,1,0,0,1,31992,125.0,4.8283137373023015
14615,20071750,0,4,1.0,1.5,1.0,24,0,0,0,1,0,0,1,0,0,31406,157.0,5.056245805348308
14616,20073605,0,2,1.0,1.0,1.0,14,0,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
14617,20073959,0,5,1.0,1.0,5.0,25,56,1,0,1,0,0,1,0,0,31406,79.0,4.3694478524670215
14618,20074372,0,2,1.0,1.0,2.0,30,14,0,0,0,0,1,1,0,0,31992,99.0,4.59511985013459
14619,20075554,0,10,2.0,2.0,10.0,21,5,1,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
14620,20075580,0,1,1.0,1.0,1.0,6,2,0,0,0,0,1,0,0,1,31992,50.0,3.912023005428146
14621,20076056,0,2,1.0,1.5,1.0,10,3,0,0,0,1,0,0,0,1,50985,50.0,3.912023005428146
14622,20085460,0,6,2.0,1.0,3.0,15,6,0,0,0,1,0,1,0,0,50985,160.0,5.075173815233827
14623,20085462,0,2,1.0,1.0,1.0,17,6,0,0,1,0,0,1,0,0,31406,85.0,4.442651256490317
14624,20086190,0,5,2.0,1.5,2.0,31,26,0,0,1,0,0,1,0,0,31406,140.0,4.941642422609304
14625,20089288,1,1,1.0,1.0,1.0,28,52,1,0,1,0,0,0,0,1,31406,39.0,3.6635616461296463
14626,20091705,0,5,2.0,1.0,2.0,17,5,0,0,0,1,0,1,0,0,50985,87.0,4.465908118654584
14627,20091873,0,2,1.0,1.0,1.0,14,5,0,0,0,1,0,1,0,0,50985,132.0,4.882801922586371
14628,20092176,1,2,1.0,1.0,1.0,34,46,0,0,0,0,1,0,0,1,31992,50.0,3.912023005428146
14629,20092821,0,2,1.0,1.0,1.0,23,1,0,0,0,1,0,0,0,1,50985,88.0,4.477336814478207
14630,20111316,1,2,2.0,1.0,1.0,29,27,0,0,1,0,0,1,0,0,31406,69.0,4.23410650459726
14631,20111383,1,2,1.0,1.0,1.0,29,40,0,0,0,0,1,0,0,0,31992,70.0,4.248495242049359
14632,20116323,0,6,4.0,2.0,5.0,29,5,0,0,1,0,0,1,0,0,31406,300.0,5.703782474656201
14633,20118387,0,4,2.0,1.0,2.0,8,1,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
14634,20120739,0,2,1.0,1.0,1.0,33,4,1,0,0,1,0,0,0,1,50985,70.0,4.248495242049359
14635,20122197,0,3,0.0,1.0,1.0,12,3,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
14636,20123853,0,2,1.0,1.0,1.0,10,0,1,0,1,0,0,0,0,1,31406,90.0,4.499809670330265
14637,20124372,0,2,1.0,1.0,1.0,25,115,0,1,0,0,0,0,0,1,22232,49.0,3.8918202981106265
14638,20125262,0,3,1.0,1.0,1.0,13,0,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
14639,20125722,0,2,0.0,1.0,1.0,19,3,0,0,1,0,0,0,0,1,31406,98.0,4.584967478670572
14640,20133468,0,2,1.0,1.5,1.0,28,88,0,1,0,0,0,0,0,1,22232,75.0,4.31748811353631
14641,20134321,0,3,1.0,1.0,1.0,14,11,0,0,1,0,0,1,0,0,31406,140.0,4.941642422609304
14642,20134453,1,4,1.0,1.0,2.0,22,74,0,0,0,1,0,1,0,0,50985,160.0,5.075173815233827
14643,20134851,0,3,1.0,1.0,1.0,33,12,0,0,1,0,0,1,0,0,31406,165.0,5.10594547390058
14644,20135558,0,10,2.0,1.5,5.0,33,132,1,0,0,0,1,1,0,0,31992,113.0,4.727387818712341
14645,20137576,0,1,1.0,1.0,1.0,16,7,0,0,1,0,0,0,0,1,31406,69.0,4.23410650459726
14646,20145152,0,1,1.0,1.0,1.0,6,0,0,0,1,0,0,1,0,0,31406,98.0,4.584967478670572
14647,20147886,0,2,1.0,1.0,1.0,8,6,0,0,1,0,0,0,0,1,31406,35.0,3.5553480614894135
14648,20148004,0,2,1.0,1.0,1.0,6,2,0,0,1,0,0,0,0,1,31406,45.0,3.8066624897703196
14649,20149300,0,12,2.0,2.0,12.0,22,8,1,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
14650,20149318,1,2,1.0,1.0,1.0,29,36,1,1,0,0,0,0,0,1,22232,40.0,3.6888794541139363
14651,20151455,1,1,1.0,2.0,1.0,27,142,0,0,0,0,1,0,0,1,31992,40.0,3.6888794541139363
14652,20152264,0,5,2.0,2.0,3.0,35,0,0,0,1,0,0,1,0,0,31406,162.0,5.087596335232384
14653,20152950,0,2,1.0,2.0,1.0,9,3,1,0,1,0,0,0,0,1,31406,96.0,4.564348191467836
14654,20153406,0,3,1.0,1.0,1.0,28,42,1,0,0,1,0,1,0,0,50985,69.0,4.23410650459726
14655,20154271,0,1,1.0,1.0,1.0,20,4,0,1,0,0,0,0,0,1,22232,35.0,3.5553480614894135
14656,20155838,1,2,1.0,1.0,1.0,35,149,0,0,0,0,1,0,0,1,31992,50.0,3.912023005428146
14657,20156079,0,4,2.0,1.0,2.0,12,4,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
14658,20162291,1,4,1.0,1.0,2.0,49,42,1,0,1,0,0,1,0,0,31406,143.0,4.962844630259907
14659,20163793,0,2,0.0,1.0,0.0,33,5,0,0,0,0,1,1,0,0,31992,120.0,4.787491742782046
14660,20164634,0,2,1.0,1.0,1.0,9,5,1,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
14661,20164923,0,2,1.0,1.0,1.0,14,4,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14662,20171179,1,2,1.0,1.0,1.0,43,64,1,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
14663,20171578,1,2,1.0,1.0,1.0,23,92,0,0,0,1,0,0,0,1,50985,140.0,4.941642422609304
14664,20173308,0,3,1.0,1.0,2.0,25,115,0,0,0,0,1,0,0,1,31992,65.0,4.174387269895637
14665,20173894,0,3,1.0,1.0,1.0,32,2,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
14666,20174127,0,4,1.0,1.0,1.0,34,9,0,0,0,1,0,0,0,1,50985,200.0,5.298317366548036
14667,20174551,0,4,2.0,1.0,2.0,30,5,1,0,0,1,0,1,0,0,50985,130.0,4.867534450455582
14668,20174811,0,2,0.0,1.0,1.0,14,3,1,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14669,20175518,0,5,1.0,1.0,1.0,16,0,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
14670,20175751,0,1,4.0,1.0,1.0,11,4,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
14671,20176000,0,2,1.0,1.0,2.0,27,33,0,1,0,0,0,0,0,1,22232,45.0,3.8066624897703196
14672,20177584,1,2,1.0,1.0,1.0,44,124,0,0,1,0,0,1,0,0,31406,178.0,5.181783550292085
14673,20183579,0,2,1.0,1.0,1.0,15,24,0,0,0,0,1,1,0,0,31992,66.0,4.189654742026425
14674,20184035,1,2,0.0,1.0,1.0,27,65,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
14675,20184373,0,2,1.0,1.0,1.0,9,1,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
14676,20185442,0,1,1.0,1.0,1.0,8,1,0,0,1,0,0,0,0,0,31406,225.0,5.41610040220442
14677,20186673,0,4,2.0,1.0,2.0,11,3,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
14678,20186887,0,4,1.0,1.0,1.0,22,13,1,0,1,0,0,1,0,0,31406,165.0,5.10594547390058
14679,20187779,0,3,1.0,1.0,2.0,12,71,0,0,0,0,1,0,0,1,31992,50.0,3.912023005428146
14680,20188527,0,2,1.0,1.0,1.0,14,2,0,0,0,0,1,0,0,1,31992,75.0,4.31748811353631
14681,20188905,0,4,1.0,1.0,1.0,15,3,1,0,1,0,0,1,0,0,31406,106.0,4.663439094112067
14682,20190053,0,5,3.0,1.0,3.0,18,11,1,0,1,0,0,1,0,0,31406,178.0,5.181783550292085
14683,20191216,0,1,1.0,1.0,1.0,42,37,1,0,0,1,0,0,0,1,50985,103.0,4.634728988229636
14684,20191974,0,4,2.0,1.0,2.0,18,3,1,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
14685,20194264,0,2,1.0,1.0,1.0,13,1,0,0,0,0,1,1,0,0,31992,120.0,4.787491742782046
14686,20194913,1,1,1.0,1.0,1.0,27,141,0,0,0,0,1,0,0,1,31992,65.0,4.174387269895637
14687,20194954,0,2,1.0,1.0,1.0,31,98,0,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
14688,20195539,0,4,2.0,2.0,3.0,17,3,0,0,0,1,0,1,0,0,50985,210.0,5.3471075307174685
14689,20196339,1,2,1.0,1.0,1.0,24,462,0,0,0,0,1,1,0,0,31992,64.0,4.1588830833596715
14690,20196464,0,4,1.0,1.0,2.0,13,0,1,0,0,1,0,1,0,0,50985,206.0,5.327876168789581
14691,20202650,1,3,1.0,1.0,1.0,25,1,1,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
14692,20202971,1,3,1.0,1.0,2.0,23,4,1,0,0,1,0,1,0,0,50985,90.0,4.499809670330265
14693,20203433,0,6,2.0,1.0,2.0,27,166,1,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
14694,20204527,1,2,1.0,1.0,1.0,35,128,0,0,0,0,1,0,0,1,31992,50.0,3.912023005428146
14695,20206499,0,2,1.0,1.0,1.0,15,1,0,0,0,1,0,1,0,0,50985,120.0,4.787491742782046
14696,20206749,0,4,1.0,1.0,2.0,17,1,0,0,1,0,0,1,0,0,31406,189.0,5.241747015059643
14697,20207945,0,1,1.0,1.0,1.0,11,6,1,0,0,0,1,0,0,1,31992,70.0,4.248495242049359
14698,20209878,1,6,1.0,1.0,4.0,37,80,0,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
14699,20211113,0,4,1.0,1.0,1.0,28,4,0,0,1,0,0,1,0,0,31406,119.0,4.77912349311153
14700,20211446,1,2,1.0,1.0,1.0,13,3,0,0,0,1,0,1,0,0,50985,225.0,5.41610040220442
14701,20212025,0,2,0.0,1.0,1.0,10,1,1,0,1,0,0,1,0,0,31406,75.0,4.31748811353631
14702,20212322,0,2,1.0,1.0,0.0,25,2,0,0,0,1,0,1,0,0,50985,90.0,4.499809670330265
14703,20212531,0,3,1.0,1.0,1.0,12,9,1,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
14704,20213045,0,6,3.0,3.5,4.0,31,11,0,0,1,0,0,1,0,0,31406,300.0,5.703782474656201
14705,20213442,0,1,1.0,1.0,1.0,13,5,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
14706,20213732,0,1,1.0,1.0,1.0,16,0,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
14707,20213926,0,1,1.0,1.0,1.0,17,5,0,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
14708,20213973,1,2,1.0,2.0,1.0,28,118,0,0,0,0,1,0,0,1,31992,65.0,4.174387269895637
14709,20215712,0,4,1.0,1.0,1.0,21,27,0,0,0,1,0,1,0,0,50985,264.0,5.575949103146316
14710,20216170,1,2,1.0,1.0,1.0,29,93,1,0,1,0,0,1,0,0,31406,83.0,4.418840607796598
14711,20223912,0,4,2.0,1.0,1.0,13,1,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
14712,20227482,0,3,2.0,1.0,2.0,14,2,0,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
14713,20228476,1,3,1.0,1.0,2.0,30,12,1,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
14714,20230482,0,6,2.0,1.0,3.0,18,95,1,0,0,0,1,1,0,0,31992,109.0,4.6913478822291435
14715,20230917,0,1,1.0,1.0,1.0,19,5,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
14716,20231046,0,6,2.0,2.0,2.0,27,130,1,0,1,0,0,1,0,0,31406,159.0,5.0689042022202315
14717,20231480,1,2,1.0,1.0,2.0,29,6,1,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
14718,20232745,0,2,1.0,1.0,1.0,43,21,1,1,0,0,0,0,0,1,22232,69.0,4.23410650459726
14719,20233308,0,3,1.0,1.0,1.0,33,18,1,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
14720,20234674,1,3,2.0,1.0,2.0,28,36,0,0,0,1,0,1,0,0,50985,131.0,4.875197323201151
14721,20235591,0,1,0.0,1.0,1.0,11,0,0,1,0,0,0,0,0,1,22232,121.0,4.795790545596741
14722,20235701,0,2,1.0,1.0,1.0,29,1,1,0,0,1,0,0,0,1,50985,88.0,4.477336814478207
14723,20242938,0,2,1.0,1.0,1.0,26,79,1,0,1,0,0,0,0,1,31406,45.0,3.8066624897703196
14724,20243718,0,1,1.0,1.0,1.0,23,2,1,0,0,1,0,0,0,1,50985,51.0,3.9318256327243257
14725,20245126,0,2,1.0,1.0,1.0,14,2,0,0,1,0,0,0,0,1,31406,150.0,5.0106352940962555
14726,20245130,1,12,4.0,4.5,5.0,44,29,0,0,1,0,0,1,0,0,31406,380.0,5.940171252720432
14727,20248246,1,2,1.0,1.0,1.0,17,1,0,0,1,0,0,0,0,1,31406,95.0,4.553876891600541
14728,20249492,1,5,2.0,1.0,2.0,33,61,0,0,0,1,0,1,0,0,50985,429.0,6.061456918928017
14729,20250864,0,1,1.0,1.0,1.0,17,23,0,0,0,1,0,0,0,1,50985,40.0,3.6888794541139363
14730,20253237,1,2,1.0,1.0,1.0,38,29,1,0,0,1,0,1,0,0,50985,78.0,4.356708826689592
14731,20254247,0,1,1.0,1.0,1.0,31,2,0,0,1,0,0,0,0,1,31406,38.0,3.6375861597263857
14732,20255084,0,3,1.0,1.0,1.0,17,0,0,0,0,1,0,1,0,0,50985,149.0,5.003946305945459
14733,20256027,0,2,1.0,2.0,1.0,15,16,1,0,0,1,0,0,0,1,50985,70.0,4.248495242049359
14734,20257297,0,2,1.0,1.0,1.0,14,1,0,0,0,1,0,1,0,0,50985,350.0,5.857933154483459
14735,20257357,0,2,1.0,1.0,1.0,14,3,1,0,1,0,0,1,0,0,31406,159.0,5.0689042022202315
14736,20257840,0,2,1.0,1.0,1.0,26,105,0,0,0,1,0,0,0,1,50985,115.0,4.74493212836325
14737,20263650,0,2,0.0,1.0,1.0,22,9,0,0,0,1,0,1,0,0,50985,151.0,5.017279836814924
14738,20269685,0,4,1.0,1.0,1.0,11,4,1,1,0,0,0,1,0,0,22232,250.0,5.521460917862246
14739,20271220,0,1,1.0,1.5,1.0,13,0,0,0,0,1,0,0,0,1,50985,40.0,3.6888794541139363
14740,20271739,1,7,2.0,1.0,2.0,37,179,0,0,1,0,0,1,0,0,31406,224.0,5.4116460518550396
14741,20277675,0,2,1.0,1.0,2.0,11,2,1,0,1,0,0,0,0,1,31406,59.0,4.07753744390572
14742,20278540,0,2,0.0,1.0,1.0,30,9,0,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
14743,20279823,0,4,1.0,1.0,2.0,28,89,0,0,0,0,1,1,0,0,31992,130.0,4.867534450455582
14744,20280692,0,4,2.0,1.0,3.0,16,2,1,0,0,0,1,1,0,0,31992,150.0,5.0106352940962555
14745,20282225,0,1,1.0,1.0,1.0,13,8,1,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
14746,20283433,1,2,1.0,1.0,1.0,20,28,0,0,1,0,0,0,0,1,31406,95.0,4.553876891600541
14747,20284463,1,2,1.0,1.0,1.0,26,5,0,0,0,1,0,0,0,1,50985,68.0,4.219507705176107
14748,20285257,0,3,1.0,1.0,1.0,8,0,0,0,0,1,0,1,0,0,50985,170.0,5.135798437050262
14749,20285258,0,2,0.0,1.0,1.0,14,4,0,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
14750,20285397,0,1,0.0,1.0,1.0,23,5,0,0,0,1,0,1,0,0,50985,70.0,4.248495242049359
14751,20286539,0,2,1.0,1.0,1.0,28,16,0,0,0,0,1,1,0,0,31992,157.0,5.056245805348308
14752,20286744,1,2,1.0,1.5,1.0,31,124,1,0,1,0,0,0,0,1,31406,58.0,4.060443010546419
14753,20287322,0,2,2.0,1.0,1.0,9,0,0,0,0,1,0,0,0,1,50985,70.0,4.248495242049359
14754,20291879,0,1,1.0,1.0,1.0,23,6,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
14755,20297560,0,2,1.0,1.0,1.0,8,1,0,0,1,0,0,0,0,1,31406,42.0,3.7376696182833684
14756,20302347,0,1,1.0,1.0,0.0,11,2,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
14757,20303629,1,2,2.0,1.0,2.0,23,76,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
14758,20304291,0,2,1.0,1.0,1.0,27,58,0,0,0,1,0,0,0,1,50985,49.0,3.8918202981106265
14759,20305160,0,12,5.0,2.5,5.0,23,0,0,0,0,0,0,1,0,0,39777,800.0,6.684611727667927
14760,20305451,1,2,1.0,1.0,1.0,24,42,0,0,1,0,0,1,0,0,31406,155.0,5.043425116919247
14761,20305785,0,2,0.0,1.0,1.0,17,0,0,0,0,0,1,1,0,0,31992,100.0,4.605170185988092
14762,20306472,0,1,1.0,1.0,1.0,16,5,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
14763,20308965,1,4,1.0,1.0,2.0,31,12,0,0,0,1,0,1,0,0,50985,170.0,5.135798437050262
