,Listing #,host_is_superhost,accommodates,bedrooms,bathrooms_number,beds,num_amenities,number_of_reviews,instant_bookable,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,income,price,log_price
0,2595,0,2,0.0,1.0,1.0,31,48,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
1,3831,0,3,1.0,1.0,3.0,35,396,0,0,1,0,0,1,0,0,31406,76.0,4.330733340286331
2,5121,0,2,1.0,1.0,1.0,5,50,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
3,5136,0,4,2.0,1.5,2.0,11,1,0,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
4,5178,0,2,1.0,1.0,1.0,18,474,0,0,0,1,0,0,0,1,50985,79.0,4.3694478524670215
5,5203,0,1,1.0,1.0,1.0,16,118,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
6,5803,1,2,1.0,1.5,0.0,51,182,0,0,1,0,0,0,0,1,31406,92.0,4.5217885770490405
7,6848,0,3,0.0,1.0,1.0,28,181,0,0,1,0,0,1,0,0,31406,109.0,4.6913478822291435
8,6872,0,1,1.0,1.0,1.0,19,0,0,0,0,1,0,0,0,1,50985,65.0,4.174387269895637
9,6990,0,1,1.0,1.0,1.0,18,233,1,0,0,1,0,0,0,1,50985,62.0,4.127134385045092
10,7097,1,4,1.0,1.0,2.0,35,244,1,0,1,0,0,1,0,0,31406,196.0,5.278114659230517
11,7750,0,1,2.0,1.0,2.0,8,0,0,0,0,1,0,0,0,1,50985,96.0,4.564348191467836
12,7801,1,4,0.0,1.0,2.0,10,9,0,0,1,0,0,1,0,0,31406,299.0,5.700443573390687
13,8490,1,5,1.0,1.0,4.0,28,125,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
14,9357,0,2,0.0,1.0,1.0,17,58,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
15,9657,1,3,1.0,1.0,1.0,35,36,0,0,0,1,0,1,0,0,50985,175.0,5.1647859739235145
16,9704,0,2,1.0,1.0,1.0,11,98,0,0,0,1,0,0,0,1,50985,55.0,4.007333185232471
17,10452,0,3,1.0,1.0,2.0,27,76,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
18,10962,1,2,1.0,1.0,0.0,27,181,0,0,1,0,0,0,0,1,31406,92.0,4.5217885770490405
19,11943,0,1,1.0,1.0,2.0,8,0,0,0,1,0,0,0,0,1,31406,150.0,5.0106352940962555
20,12192,0,2,1.0,1.0,1.0,27,265,0,0,0,1,0,0,0,1,50985,40.0,3.6888794541139363
21,12343,0,3,1.0,1.0,1.0,9,107,1,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
22,12937,0,4,1.0,1.0,2.0,23,282,0,0,0,0,1,0,0,1,31992,130.0,4.867534450455582
23,12940,0,2,1.0,1.0,1.0,21,69,0,0,1,0,0,1,0,0,31406,99.0,4.59511985013459
24,13121,0,4,1.0,1.0,2.0,15,65,0,0,0,0,1,0,0,1,31992,75.0,4.31748811353631
25,13394,1,2,1.0,1.0,1.0,17,143,0,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
26,13808,0,2,1.0,1.0,1.0,32,141,0,0,1,0,0,0,0,1,31406,81.0,4.394449154672439
27,14290,0,2,2.0,1.0,0.0,24,106,0,0,1,0,0,1,0,0,31406,198.0,5.288267030694535
28,14314,0,2,1.0,1.0,2.0,35,179,0,0,1,0,0,1,0,0,31406,99.0,4.59511985013459
29,14322,0,1,1.0,1.0,1.0,28,20,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
30,15341,1,3,1.0,1.0,2.0,38,26,0,0,0,1,0,1,0,0,50985,170.0,5.135798437050262
31,15385,1,1,1.0,1.0,1.0,17,49,0,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
32,15396,0,4,2.0,2.0,2.0,37,5,0,0,0,1,0,1,0,0,50985,375.0,5.926926025970411
33,15711,0,6,2.0,1.0,4.0,42,84,0,0,0,1,0,1,0,0,50985,206.0,5.327876168789581
34,16326,1,8,4.0,2.0,4.0,39,152,0,0,1,0,0,1,0,0,31406,140.0,4.941642422609304
35,16338,0,2,1.0,1.0,2.0,25,29,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
36,16580,1,2,1.0,1.0,1.0,37,426,0,0,0,1,0,0,0,1,50985,62.0,4.127134385045092
37,16595,0,2,1.0,1.0,1.0,44,192,0,0,1,0,0,1,0,0,31406,314.0,5.749392985908253
38,16821,0,1,1.0,1.0,1.0,25,120,0,0,0,1,0,0,0,1,50985,74.0,4.30406509320417
39,16974,1,8,4.0,2.0,6.0,26,218,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
40,17037,0,2,1.0,1.0,1.0,26,53,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
41,17083,0,4,2.0,1.0,2.0,19,8,0,0,0,1,0,1,0,0,50985,190.0,5.247024072160486
42,17693,0,2,1.0,1.0,1.0,27,60,1,0,0,1,0,0,0,1,50985,65.0,4.174387269895637
43,17747,1,2,1.0,1.0,1.0,39,128,0,0,1,0,0,0,0,1,31406,95.0,4.553876891600541
44,18127,0,2,1.0,1.0,1.0,26,21,0,0,0,1,0,1,0,0,50985,176.0,5.170483995038151
45,18195,0,2,1.0,1.0,1.0,20,23,0,0,0,0,1,0,0,1,31992,70.0,4.248495242049359
46,18198,0,1,1.0,1.0,0.0,11,29,0,0,0,0,1,0,0,1,31992,55.0,4.007333185232471
47,18728,1,3,1.0,1.5,1.0,19,184,1,0,0,1,0,0,0,1,50985,150.0,5.0106352940962555
48,18764,0,4,2.0,1.0,2.0,28,63,1,0,1,0,0,0,0,1,31406,145.0,4.976733742420574
49,18961,0,2,1.0,1.0,1.0,13,1,0,0,0,1,0,0,0,1,50985,95.0,4.553876891600541
50,19159,1,3,2.0,1.0,2.0,33,58,0,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
51,19282,0,4,1.0,2.0,2.0,34,17,0,0,1,0,0,0,0,1,31406,110.0,4.700480365792417
52,19812,0,2,1.0,1.0,1.0,13,61,0,0,1,0,0,1,0,0,31406,105.0,4.653960350157523
53,20611,0,2,1.0,1.0,1.0,25,193,1,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
54,20717,1,2,1.0,1.5,1.0,11,47,0,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
55,20724,0,2,1.0,1.5,0.0,9,31,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
56,20755,0,3,1.0,1.0,2.0,11,19,1,0,1,0,0,0,0,1,31406,98.0,4.584967478670572
57,20913,0,2,1.0,1.0,1.0,9,168,0,0,1,0,0,1,0,0,31406,80.0,4.382026634673881
58,21456,0,2,1.0,1.0,0.0,12,83,0,0,0,1,0,1,0,0,50985,85.0,4.442651256490317
59,21644,0,1,1.0,1.0,0.0,9,3,0,0,0,1,0,0,0,1,50985,99.0,4.59511985013459
60,21794,0,2,1.0,1.0,1.0,27,36,0,0,0,1,0,0,0,1,50985,85.0,4.442651256490317
61,23135,0,2,2.0,1.0,0.0,25,259,0,0,1,0,0,1,0,0,31406,160.0,5.075173815233827
62,23545,0,6,2.0,2.0,4.0,42,218,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
63,23686,1,4,3.0,2.0,3.0,50,50,0,0,0,1,0,1,0,0,50985,499.0,6.212606095751519
64,24285,0,9,4.0,3.0,6.0,43,88,0,0,1,0,0,1,0,0,31406,220.0,5.393627546352362
65,25406,0,4,1.0,1.0,2.0,15,29,0,0,1,0,0,1,0,0,31406,83.0,4.418840607796598
66,25696,0,2,1.0,1.0,1.0,38,190,0,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
67,26012,0,6,3.0,2.0,3.0,26,20,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
68,26362,1,1,1.0,0.5,1.0,20,382,0,0,0,1,0,0,0,1,50985,59.0,4.07753744390572
69,26520,0,3,1.0,1.0,2.0,32,30,0,0,1,0,0,0,0,1,31406,98.0,4.584967478670572
70,26785,1,3,1.0,1.0,1.0,34,473,1,0,1,0,0,1,0,0,31406,90.0,4.499809670330265
71,26969,0,6,3.0,1.5,4.0,13,343,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
72,27006,0,4,2.0,1.5,3.0,36,28,0,0,0,1,0,1,0,0,50985,225.0,5.41610040220442
73,27644,1,6,1.0,1.0,1.0,30,208,0,0,0,1,0,1,0,0,50985,170.0,5.135798437050262
74,27883,0,3,0.0,1.0,2.0,9,25,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
75,28321,0,2,2.0,1.0,0.0,21,9,0,0,1,0,0,0,0,1,31406,75.0,4.31748811353631
76,28907,0,4,1.0,1.0,2.0,17,21,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
77,29013,0,2,1.0,1.0,1.0,24,65,0,0,1,0,0,0,0,1,31406,70.0,4.248495242049359
78,29628,1,2,1.0,1.0,1.0,41,282,0,0,1,0,0,0,0,1,31406,89.0,4.48863636973214
79,29683,0,3,1.0,1.0,1.0,35,113,0,0,0,1,0,1,0,0,50985,155.0,5.043425116919247
80,31130,1,2,1.0,1.0,1.0,27,66,1,0,0,1,0,0,0,1,50985,99.0,4.59511985013459
81,31555,1,2,0.0,1.0,1.0,24,31,0,0,0,1,0,1,0,0,50985,135.0,4.90527477843843
82,31902,0,2,3.0,1.0,1.0,9,4,0,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
83,31994,0,2,1.0,1.0,1.0,26,470,1,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
84,32023,0,4,2.0,1.0,2.0,25,263,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
85,32037,0,3,1.0,1.5,2.0,35,92,0,0,1,0,0,0,0,1,31406,139.0,4.9344739331306915
86,32329,0,1,1.0,1.0,1.0,12,3,0,0,0,1,0,1,0,0,50985,160.0,5.075173815233827
87,32965,0,6,1.0,1.0,5.0,25,141,0,0,1,0,0,1,0,0,31406,115.0,4.74493212836325
88,33009,1,2,1.0,1.0,1.0,24,256,0,0,1,0,0,1,0,0,31406,195.0,5.272999558563747
89,33014,0,3,2.0,1.0,2.0,29,34,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
90,33156,0,2,1.0,1.0,1.0,19,20,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
91,34760,1,2,1.0,2.0,1.0,26,28,0,0,1,0,0,0,0,1,31406,74.0,4.30406509320417
92,36442,0,4,2.0,1.0,4.0,15,4,0,0,1,0,0,1,0,0,31406,121.0,4.795790545596741
93,36647,0,2,1.0,1.0,1.0,14,34,0,0,0,1,0,0,0,1,50985,59.0,4.07753744390572
94,36703,0,2,1.0,1.0,2.0,25,136,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
95,38663,0,13,5.0,2.5,5.0,30,23,0,0,1,0,0,1,0,0,31406,650.0,6.476972362889683
96,39282,0,2,1.0,1.0,1.0,29,227,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
97,39572,0,2,1.0,1.0,1.0,16,44,0,0,0,1,0,0,0,1,50985,139.0,4.9344739331306915
98,39586,1,2,1.0,1.0,1.0,37,181,0,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
99,39593,0,1,1.0,1.0,2.0,33,29,0,0,0,0,1,0,0,1,31992,73.0,4.290459441148391
100,39704,0,4,1.0,1.0,1.0,30,337,0,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
101,42300,0,4,2.0,2.0,3.0,15,58,0,0,0,1,0,1,0,0,50985,450.0,6.1092475827643655
102,42729,0,2,2.0,1.0,2.0,18,169,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
103,42882,1,2,1.0,1.0,1.0,31,176,0,0,0,0,0,0,0,1,39777,70.0,4.248495242049359
104,43726,1,6,1.0,1.0,5.0,34,13,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
105,44229,0,2,1.0,1.0,1.0,6,231,0,0,1,0,0,0,0,1,31406,110.0,4.700480365792417
106,44288,0,2,1.0,1.0,1.0,32,88,0,0,0,1,0,1,0,0,50985,146.0,4.983606621708336
107,44973,0,2,0.0,1.0,0.0,23,121,0,0,1,0,0,1,0,0,31406,98.0,4.584967478670572
108,45542,0,4,2.0,1.0,2.0,15,18,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
109,45556,1,2,1.0,1.5,1.0,27,256,1,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
110,45910,0,16,5.0,2.5,10.0,17,13,0,0,0,0,1,1,0,0,31992,395.0,5.978885764901122
111,45935,0,1,1.0,1.0,1.0,12,0,0,1,0,0,0,0,0,1,22232,60.0,4.0943445622221
112,45936,0,2,1.0,1.0,0.0,11,129,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
113,46911,0,2,1.0,1.0,1.0,23,51,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
114,47613,1,1,1.0,1.0,1.0,13,28,0,0,1,0,0,0,0,1,31406,81.0,4.394449154672439
115,48719,1,2,1.0,1.0,1.0,22,116,0,0,0,1,0,1,0,0,50985,192.0,5.2574953720277815
116,50447,1,4,1.0,1.0,2.0,49,182,0,0,1,0,0,1,0,0,31406,119.0,4.77912349311153
117,51438,0,1,1.0,1.0,1.0,9,0,0,0,0,1,0,0,0,1,50985,130.0,4.867534450455582
118,51850,0,2,1.0,1.0,1.0,17,53,0,0,0,0,1,0,0,1,31992,65.0,4.174387269895637
119,52689,0,4,2.0,1.0,2.0,47,4,0,0,0,0,1,1,0,0,31992,130.0,4.867534450455582
120,53469,0,4,1.0,1.0,0.0,7,33,0,0,0,0,1,1,0,0,31992,107.0,4.672828834461906
121,53470,0,7,2.0,1.0,3.0,10,6,0,0,0,0,1,0,0,1,31992,167.0,5.117993812416755
122,53477,0,12,4.0,2.0,8.0,12,16,0,0,0,0,1,1,0,0,31992,350.0,5.857933154483459
123,54466,0,2,1.0,1.0,1.0,20,0,0,0,0,1,0,0,0,1,50985,200.0,5.298317366548036
124,54508,0,2,1.0,1.5,0.0,28,99,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
125,54544,0,5,1.0,1.0,4.0,36,122,0,0,0,1,0,1,0,0,50985,161.0,5.081404364984463
126,54626,0,2,1.0,1.5,1.0,16,181,0,1,0,0,0,0,0,1,22232,45.0,3.8066624897703196
127,54694,0,2,1.0,1.0,1.0,12,62,0,0,0,0,1,0,0,1,31992,65.0,4.174387269895637
128,54860,0,2,1.0,1.0,1.0,24,228,1,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
129,55982,0,1,1.0,1.0,1.0,20,37,1,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
130,56859,0,2,1.0,1.0,1.0,16,208,0,0,0,1,0,0,0,1,50985,78.0,4.356708826689592
131,57166,1,4,1.0,1.0,2.0,32,43,0,0,0,0,1,1,0,0,31992,119.0,4.77912349311153
132,57297,0,3,1.0,1.0,1.0,30,242,0,0,1,0,0,1,0,0,31406,159.0,5.0689042022202315
133,57468,0,2,1.0,1.0,1.0,30,205,0,0,0,1,0,1,0,0,50985,140.0,4.941642422609304
134,57618,1,4,1.0,1.0,2.0,33,110,0,0,0,1,0,1,0,0,50985,236.0,5.4638318050256105
135,57754,1,2,1.0,1.0,1.0,51,130,0,0,0,1,0,1,0,0,50985,275.0,5.616771097666572
136,57874,0,2,1.0,1.0,1.0,26,267,1,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
137,58059,1,2,1.0,1.5,1.0,42,538,0,0,0,1,0,0,0,1,50985,42.0,3.7376696182833684
138,58062,0,4,2.0,1.0,3.0,28,25,0,0,1,0,0,0,0,1,31406,139.0,4.9344739331306915
139,59014,0,2,1.0,1.0,1.0,18,57,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
140,59121,0,9,3.0,1.0,1.0,12,2,0,0,0,0,1,1,0,0,31992,186.0,5.225746673713202
141,59709,1,5,2.0,1.0,2.0,28,25,0,0,0,1,0,1,0,0,50985,225.0,5.41610040220442
142,59855,1,4,1.0,1.0,1.0,10,82,1,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
143,60164,0,6,3.0,1.0,3.0,16,106,1,0,0,1,0,1,0,0,50985,500.0,6.214608098422191
144,60457,0,3,1.0,1.0,1.0,21,10,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
145,60611,1,2,1.0,1.0,1.0,25,190,0,0,0,1,0,1,0,0,50985,77.0,4.343805421853684
146,60666,0,3,1.0,1.0,2.0,15,216,1,0,0,1,0,0,0,1,50985,110.0,4.700480365792417
147,60673,0,2,1.0,1.0,1.0,11,3,0,0,0,1,0,0,0,1,50985,125.0,4.8283137373023015
148,60680,1,6,1.0,1.0,2.0,35,163,1,0,0,1,0,1,0,0,50985,84.0,4.430816798843313
149,60794,0,6,3.0,1.0,3.0,14,4,0,0,0,1,0,1,0,0,50985,211.0,5.351858133476067
150,61167,0,4,2.0,1.0,3.0,9,21,0,0,0,1,0,1,0,0,50985,135.0,4.90527477843843
151,61509,0,3,1.0,1.0,0.0,18,92,0,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
152,62427,1,2,1.0,1.0,1.0,12,61,0,0,0,1,0,1,0,0,50985,130.0,4.867534450455582
153,62452,0,2,1.0,1.0,1.0,29,213,0,0,0,0,0,0,0,1,39777,30.0,3.4011973816621555
154,62461,0,2,1.0,1.0,1.0,25,172,0,0,0,0,0,0,0,1,39777,30.0,3.4011973816621555
155,62468,0,2,1.0,1.0,1.0,31,30,0,0,0,1,0,1,0,0,50985,170.0,5.135798437050262
156,62787,0,2,1.0,1.0,1.0,26,202,0,0,0,0,0,0,0,1,39777,30.0,3.4011973816621555
157,62891,0,3,0.0,1.0,2.0,20,198,0,0,0,1,0,1,0,0,50985,175.0,5.1647859739235145
158,62903,1,2,1.0,1.0,1.0,31,68,0,0,0,1,0,1,0,0,50985,205.0,5.3230099791384085
159,62925,0,4,2.0,2.0,2.0,15,132,0,0,1,0,0,1,0,0,31406,285.0,5.652489180268651
160,63320,0,2,1.0,1.0,0.0,19,251,0,0,0,0,0,0,0,1,39777,30.0,3.4011973816621555
161,63588,0,3,1.0,1.0,2.0,39,0,0,1,0,0,0,0,0,1,22232,89.0,4.48863636973214
162,63610,1,2,1.0,1.0,1.0,27,44,0,1,0,0,0,1,0,0,22232,92.0,4.5217885770490405
163,63657,0,2,1.0,1.0,1.0,28,268,0,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
164,63693,0,4,2.0,2.0,2.0,9,153,0,0,0,1,0,1,0,0,50985,390.0,5.966146739123692
165,63913,0,2,1.0,1.0,2.0,40,1,0,0,0,1,0,0,0,1,50985,64.0,4.1588830833596715
166,64000,0,1,1.0,1.0,3.0,5,14,0,0,1,0,0,0,0,1,31406,33.0,3.4965075614664802
167,64015,0,2,1.0,1.0,1.0,13,0,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
168,64107,1,2,1.0,1.0,0.0,19,308,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
169,64314,0,2,1.0,1.0,1.0,7,45,1,0,1,0,0,0,0,1,31406,75.0,4.31748811353631
170,64365,0,3,1.0,1.0,1.0,7,244,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
171,64837,0,2,1.0,1.0,1.0,25,215,0,0,0,1,0,0,0,1,50985,40.0,3.6888794541139363
172,65268,0,3,2.0,1.5,2.0,13,63,0,0,1,0,0,0,0,1,31406,75.0,4.31748811353631
173,65425,1,5,2.0,1.0,2.0,15,1,0,0,0,1,0,1,0,0,50985,149.0,5.003946305945459
174,65615,1,2,1.0,1.0,1.0,9,56,0,0,1,0,0,1,0,0,31406,85.0,4.442651256490317
175,65660,0,3,1.0,1.0,2.0,19,158,0,0,1,0,0,1,0,0,31406,95.0,4.553876891600541
176,65813,0,1,1.0,1.0,1.0,28,20,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
177,65834,0,2,1.0,1.0,1.0,13,11,0,0,1,0,0,1,0,0,31406,176.0,5.170483995038151
178,66008,1,4,2.0,1.0,2.0,27,68,0,0,1,0,0,1,0,0,31406,190.0,5.247024072160486
179,66251,1,2,0.0,1.0,1.0,38,101,0,0,0,1,0,1,0,0,50985,243.0,5.493061443340548
180,66275,1,5,2.0,1.0,3.0,34,138,0,0,0,1,0,1,0,0,50985,206.0,5.327876168789581
181,66718,0,5,2.0,1.0,2.0,30,211,0,0,0,1,0,1,0,0,50985,135.0,4.90527477843843
182,66741,0,5,1.0,1.0,3.0,17,250,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
183,66974,1,3,1.0,1.0,1.0,33,111,0,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
184,67151,0,4,2.0,1.0,0.0,23,1,0,0,0,0,1,1,0,0,31992,110.0,4.700480365792417
185,67288,1,2,1.0,1.5,2.0,35,32,1,0,0,1,0,1,0,0,50985,99.0,4.59511985013459
186,67299,1,4,1.0,1.0,2.0,32,67,0,0,1,0,0,1,0,0,31406,70.0,4.248495242049359
187,67397,1,2,1.0,1.0,1.0,31,105,0,0,0,1,0,0,0,1,50985,122.0,4.804021044733257
188,68253,0,1,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,31992,55.0,4.007333185232471
189,68305,0,1,1.0,1.0,2.0,28,66,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
190,68735,0,2,1.0,1.0,1.0,29,33,0,0,0,1,0,1,0,0,50985,199.0,5.293304824724492
191,68765,1,5,3.0,1.0,4.0,32,146,1,0,1,0,0,1,0,0,31406,285.0,5.652489180268651
192,68900,0,2,1.0,1.0,1.0,11,7,0,0,1,0,0,0,0,1,31406,80.0,4.382026634673881
193,68974,1,6,3.0,1.0,3.0,41,216,0,0,0,1,0,1,0,0,50985,595.0,6.38856140554563
194,69894,0,2,1.0,1.0,1.0,24,54,1,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
195,69921,0,2,1.0,1.0,1.0,10,53,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
196,71248,1,2,1.0,1.0,1.0,32,51,0,0,0,1,0,1,0,0,50985,135.0,4.90527477843843
197,71366,1,2,1.0,1.0,1.0,31,42,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
198,71384,0,4,1.0,1.0,2.0,6,50,0,0,1,0,0,1,0,0,31406,229.0,5.43372200355424
199,71812,0,2,1.0,1.0,1.0,30,9,0,1,0,0,0,1,0,0,22232,90.0,4.499809670330265
200,72190,0,2,1.0,1.0,0.0,16,37,0,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
201,74073,1,2,1.0,1.0,1.0,39,92,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
202,74240,0,2,1.0,1.0,1.0,34,73,0,0,1,0,0,1,0,0,31406,119.0,4.77912349311153
203,74333,0,3,1.0,1.0,2.0,20,36,0,0,0,1,0,1,0,0,50985,80.0,4.382026634673881
204,74438,0,5,1.0,1.0,1.0,11,52,0,0,0,1,0,1,0,0,50985,299.0,5.700443573390687
205,74680,0,3,1.0,1.0,2.0,21,226,1,0,0,0,1,1,0,0,31992,119.0,4.77912349311153
206,74821,0,5,2.0,1.0,2.0,18,47,0,0,0,1,0,1,0,0,50985,149.0,5.003946305945459
207,74860,0,3,1.0,1.0,1.0,8,3,0,0,1,0,0,1,0,0,31406,75.0,4.31748811353631
208,75635,1,3,1.0,1.0,2.0,35,322,0,0,0,1,0,1,0,0,50985,150.0,5.0106352940962555
209,77517,0,2,1.0,1.0,1.0,1,3,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
210,77765,1,2,1.0,1.0,1.0,24,38,0,0,1,0,0,0,1,0,31406,199.0,5.293304824724492
211,80493,1,2,1.0,1.5,2.0,18,196,0,0,0,1,0,0,0,1,50985,70.0,4.248495242049359
212,80684,1,4,1.0,1.0,2.0,22,8,0,0,1,0,0,0,1,0,31406,349.0,5.855071922202427
213,80700,1,4,1.0,1.0,2.0,23,7,0,0,1,0,0,0,0,1,31406,349.0,5.855071922202427
214,80924,0,5,3.0,1.5,5.0,13,37,0,0,1,0,0,1,0,0,31406,69.0,4.23410650459726
215,81739,1,4,1.0,1.0,2.0,23,2,0,0,1,0,0,0,0,1,31406,249.0,5.517452896464707
216,82549,1,1,1.0,1.0,1.0,20,67,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
217,82550,1,4,2.0,1.0,2.0,24,98,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
218,82638,0,2,1.0,1.0,1.0,27,270,0,0,0,1,0,1,0,0,50985,119.0,4.77912349311153
219,82928,1,5,2.0,1.0,3.0,28,71,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
220,83243,0,3,1.0,1.0,0.0,23,250,0,0,1,0,0,1,0,0,31406,75.0,4.31748811353631
221,83446,0,3,2.0,1.0,3.0,24,6,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
222,83847,0,2,1.0,1.0,1.0,24,44,0,0,0,1,0,1,0,0,50985,229.0,5.43372200355424
223,84010,1,2,1.0,1.0,1.0,24,16,0,0,1,0,0,0,1,0,31406,179.0,5.187385805840755
224,89427,0,10,1.0,1.5,0.0,14,0,0,0,1,0,0,1,0,0,31406,650.0,6.476972362889683
225,89621,0,4,2.0,1.0,2.0,32,238,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
226,93313,1,5,2.0,1.0,4.0,24,105,1,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
227,94035,1,2,1.0,1.0,1.0,29,51,0,0,0,0,1,0,0,1,31992,76.0,4.330733340286331
228,94209,0,4,1.0,1.0,2.0,37,1,1,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
229,94477,1,6,2.0,1.0,3.0,39,400,0,0,1,0,0,1,0,0,31406,129.0,4.859812404361672
230,94783,1,2,1.0,1.5,1.0,22,117,1,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
231,95747,0,2,1.0,1.0,1.0,15,14,0,0,1,0,0,1,0,0,31406,140.0,4.941642422609304
232,95883,0,6,2.0,1.0,4.0,18,5,0,0,1,0,0,1,0,0,31406,200.0,5.298317366548036
233,96471,0,5,1.0,1.5,3.0,32,13,0,0,1,0,0,0,0,1,31406,171.0,5.14166355650266
234,98663,0,2,1.0,1.0,1.0,21,19,1,0,0,1,0,1,0,0,50985,130.0,4.867534450455582
235,99085,1,2,0.0,1.0,1.0,23,20,0,0,1,0,0,1,0,0,31406,123.0,4.812184355372417
236,99662,0,2,1.0,1.0,1.0,6,28,0,0,0,1,0,1,0,0,50985,135.0,4.90527477843843
237,100002,1,2,1.0,1.0,1.0,21,151,0,0,0,1,0,0,0,1,50985,49.0,3.8918202981106265
238,100186,1,3,1.0,1.0,1.0,38,105,0,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
239,100368,0,4,1.0,1.0,2.0,33,34,0,0,0,1,0,1,0,0,50985,199.0,5.293304824724492
240,101053,0,6,3.0,2.0,3.0,40,37,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
241,102995,0,3,1.0,1.0,3.0,19,45,0,0,0,1,0,1,0,0,50985,212.0,5.356586274672012
242,103161,0,2,1.0,1.0,2.0,41,136,0,0,1,0,0,1,0,0,31406,177.0,5.176149732573829
243,103311,1,6,2.0,1.0,3.0,23,9,0,0,1,0,0,0,0,1,31406,599.0,6.395261598115449
244,105469,0,1,1.0,1.0,1.0,15,16,0,0,0,0,1,0,0,1,31992,114.0,4.736198448394496
245,105790,0,2,1.0,1.0,0.0,15,144,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
